symbol,name,lastSale,marketCap,ipoYear,sector,industry,summary
IPXL,"Impax Laboratories, Inc.",33.26,$2.41B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMMY,"Imprimis Pharmaceuticals, Inc.",3.94,$51.64M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"INC Research Holdings, Inc.",42.57,$2.3B,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
SAAS,"inContact, Inc.",9.26,$574.94M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas
INCY,Incyte Corporation,73.3,$13.72B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,46.07,$1.21B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,14.99,$320.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",26.93,$497.26M,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,"Industrial Services of America, Inc.",2.6199,$21.01M,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,15.82,$2.24B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",5.41,$266.93M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,80.66,$893M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,"Information Services Group, Inc.",3.88,$144.71M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,0.97,$13.96M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",37.33,$756.3M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",8.02,$434.27M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll Holdings,8,$194.7M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.25,$57.25M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",31.11,$600.07M,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,43.6299,$1.05B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",2.64,$44.79M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"Innoviva, Inc.",12.83,$1.46B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"Inogen, Inc",44.96,$892.58M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,Inotek Pharmaceuticals Corporation,7.63,$201.61M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"Inovalon Holdings, Inc.",18.55,$2.81B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"Inovio Pharmaceuticals, Inc.",9.24,$667.35M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
NSIT,"Insight Enterprises, Inc.",28.64,$1.06B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",2.815,$32.69M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",12.64,$781.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",28.98,$539.04M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,33.52,$1.91B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",16.9,$1.21B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,Intec Pharma Ltd.,4.12,$47.17M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,Integra LifeSciences Holdings Corporation,67.51,$2.5B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",20.75,$2.81B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IESC,"Integrated Electrical Services, Inc.",14.17,$304.12M,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
INTC,Intel Corporation,32.45,$153.29B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",16.54,$560.92M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
IPCI,Intellipharmaceutics International Inc.,2.07,$50.71M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",30.82,$956.59M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",40,$16.28B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ININ,"Interactive Intelligence Group, Inc.",36.71,$808.79M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
ICPT,"Intercept Pharmaceuticals, Inc.",130.76,$3.19B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
ICLD,"InterCloud Systems, Inc",0.9466,$24.6M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld
ICLDW,"InterCloud Systems, Inc",0.22,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw
IDCC,"InterDigital, Inc.",55.39,$1.94B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",18.24,$1.2B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
IMI,"Intermolecular, Inc.",2.53,$125.29M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,2.55,$142.53M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,25.04,$1.65B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,36.87,$1.72B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,13.48,$258.86M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",9.745,$910.41M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"Interpace Diagnostics Group, Inc.",0.2813,$5.11M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/idxg
XENT,"Intersect ENT, Inc.",19,$535.36M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",2.56,$59.9M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,13.41,$1.78B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IILG,"Interval Leisure Group, Inc.",13.78,$792.22M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
IVAC,"Intevac, Inc.",4.49,$92.72M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,26.79,$511.1M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
INTLL,INTL FCStone Inc.,25.75,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
ITCI,Intra-Cellular Therapies Inc.,28.25,$1.22B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,6.78,$40.56M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,104.69,$26.89B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",606.5,$22.67B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",1.83,$7.73M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",5.55,$108.84M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,15.25,$111.39M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",11.62,$3.81B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,91.07,$176.37M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,6.98,$192.63M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
IVTY,"Invuity, Inc.",7.49,$100.38M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
IONS,"Ionis Pharmaceuticals, Inc.",41.02,$4.95B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
IPAS,iPass Inc.,1.13,$72.99M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,95.99,$5.08B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,19.37,$213.74M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
IRIX,IRIDEX Corporation,10.03,$100.83M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,7.95,$756.28M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,295.55,$147.78M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,35.4,$1.03B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",11.2,$1.61B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,38.37,$1.21B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.48,$73.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
TLT,iShares 20+ Year Treasury Bond ETF,130.7,$5.25B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
AIA,iShares Asia 50 ETF,42.96,$360.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,28.48,$227.84M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
IXUS,iShares Core MSCI Total International Stock ETF,49.04,$1.62B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,37.46,$59.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,28.94,$917.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,38.86,$1.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,50.62,$60.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
JKI,iShares Morningstar Mid-Cap ETF,123.582,$210.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,39.15,$1.75B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,56.02,$6.08B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,54.31,$3.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,8.6001,$27.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,42.36,$1.66B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,49.43,$4.98B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
EEMA,iShares MSCI Emerging Markets Asia Index Fund,51.5,$141.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EEML,iShares MSCI Emerging Markets Latin America Index Fund,28.98,$8.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EUFN,iShares MSCI Europe Financials Sector Index Fund,17.76,$343.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,44.9672,$51.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
ENZL,iShares MSCI New Zealand Capped ETF,40.94,$137.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,20.07,$44.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,16.8426,$27.79M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,268.31,$6.69B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,92.27,$419.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,29.6199,$57.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,9.2785,$71.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,46.58,$251.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,26.89,$852.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,82.16,$152M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,97.54,$453.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISLE,"Isle of Capri Casinos, Inc.",14.4,$586.7M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",80.72,$219.37M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",2.47,$79.13M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,"Itron, Inc.",41.86,$1.59B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,20.01,$469.74M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,2.9466,$25.73M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
XXIA,Ixia,12.24,$992.6M,2000,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xxia
IXYS,IXYS Corporation,11.91,$375.67M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,7.1,$37.91M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,108.97,$2.04B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",53.59,$108.03M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",84.49,$9.53B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",61.77,$3.01B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",8.645,$436.23M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,"Jack Henry & Associates, Inc.",85.13,$6.71B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,64.2,$2.23B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,26,$46.59M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,"Jaguar Animal Health, Inc.",1.58,$16.03M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",7.48,$152.15M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,"Jamba, Inc.",12.54,$189.21M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,"James River Group Holdings, Ltd.",32.48,$940.02M,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
JSML,Janus Small Cap Growth Alpha ETF,26.41,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Small/Mid Cap Growth Alpha ETF,27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",3.6,$80.31M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.1275,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,133.82,$8.19B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",26.76,$36.61B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYNU,Jensyn Acquistion Corp.,10.0099,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JBLU,JetBlue Airways Corporation,21.33,$6.85B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,2.26,$32.57M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,11.201,$27.74M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
DATE,Jiayuan.com International Ltd.,7.42,$246.99M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/date
JST,Jinpan International Limited,5.84,$95.88M,1998,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/jst
JIVE,"Jive Software, Inc.",3.78,$289.28M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/jive
WYIG,JM Global Holding Company,9.58,$62.87M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,9.85,$64.64M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JBSS,"John B. Sanfilippo & Son, Inc.",69.52,$778.06M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,22.07,$221.09M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNP,"Juniper Pharmaceuticals, Inc.",6.88,$74.31M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,"Juno Therapeutics, Inc.",38.71,$4.03B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,"K2M Group Holdings, Inc.",15.6,$644.87M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,85,$1.53B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KMDA,Kamada Ltd.,3.8266,$139.36M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",7.16,$336.66M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,8.97,$321.85M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KBSF,KBS Fashion Group Limited,0.409,$10.4M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",3.61,$134.04M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KRNY,Kearny Financial,12.56,$1.17B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",19.2,$729.43M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",17.82,$677M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",15.31,$221.97M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,8.6501,$73M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",4.6,$487.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,16.65,$44.7M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,"Key Technology, Inc.",7.05,$44.06M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,7.14,$76.47M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",19.71,$558.9M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",11.34,$328.19M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",11.44,$428.3M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",3.43,$68.04M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,1.2899,$85.09M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",8.32,$60.92M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2.32,$3.26M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KIRK,"Kirkland&#39;s, Inc.",17.12,$291.46M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,"Kite Pharma, Inc.",48.63,$2.38B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KTOV,Kitov Pharamceuticals Holdings Ltd.,4.6,$17.96M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharamceuticals Holdings Ltd.,0.96,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,73.05,$11.37B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLRE,KLR Energy Acquisition Corp.,9.95,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/klre
KLREU,KLR Energy Acquisition Corp.,10.05,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/klreu
KLREW,KLR Energy Acquisition Corp.,0.19,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/klrew
KLXI,KLX Inc.,32.36,$1.71B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,"Kona Grill, Inc.",12.98,$146.25M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KZ,KongZhong Corporation,7.18,$337.83M,n/a,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/kz
KOPN,Kopin Corporation,1.69,$112.68M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,9.69,$293.57M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,2.15,$15.87M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,35.85,$121.89M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",5.04,$300.3M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KUTV,"Ku6 Media Co., Ltd.",0.86,$41.04M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/kutv
KLIC,"Kulicke and Soffa Industries, Inc.",11.26,$792.3M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",3.55,$75.87M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,"KVH Industries, Inc.",9.94,$160.71M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,17.71,$181.22M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,21.45,$391.55M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
DRIO,LabStyle Innovations Corp.,4.4,$13.08M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,LabStyle Innovations Corp.,0.95,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
LSBK,"Lake Shore Bancorp, Inc.",13.17,$79.62M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LSBG,Lake Sunapee Bank Group,14,$117.34M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbg
LBAI,"Lakeland Bancorp, Inc.",10.31,$425.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,45.81,$764.88M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",12.26,$88.77M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,82.93,$13.18B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
